submission_id,RT,age,comments,correctness,education,endTime,expected_answer,experiment_id,gender,key1,key2,key_pressed,languages,number_sequence,recall_answer,recall_list,recall_type,startDate,startTime,stimulus_number,switch_mode,task,timeSpent,trial_name,trial_number,trial_type,value1,value2
1618,112,,,correct,,1595515442697,even,160,,f,j,j,,9|0|2|2|2|3|9|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,8,low-switch,odd_even_task,0.79075,key_press_main_3_letters_low_switch,8,main,odd,even
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,F Q N,letters,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_3_letters_low_switch,1,NA,NA,NA
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,NA,8 0 0,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_show_recall_3_numbers_low_switch,1,NA,NA,NA
1618,361,,,incorrect,,1595515442697,even,160,,f,j,f,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,2,low-switch,odd_even_task,0.79075,key_press_main_3_numbers_low_switch,1,main,odd,even
1618,103,,,correct,,1595515442697,greater,160,,f,j,j,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,9,low-switch,less_greater_task,0.79075,key_press_main_3_numbers_low_switch,2,main,less,greater
1618,167,,,incorrect,,1595515442697,greater,160,,f,j,f,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,9,low-switch,less_greater_task,0.79075,key_press_main_3_numbers_low_switch,3,main,less,greater
1618,121,,,incorrect,,1595515442697,odd,160,,f,j,j,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,low-switch,odd_even_task,0.79075,key_press_main_3_numbers_low_switch,4,main,odd,even
1618,106,,,correct,,1595515442697,odd,160,,f,j,f,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,low-switch,odd_even_task,0.79075,key_press_main_3_numbers_low_switch,5,main,odd,even
1618,124,,,incorrect,,1595515442697,odd,160,,f,j,j,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,low-switch,odd_even_task,0.79075,key_press_main_3_numbers_low_switch,6,main,odd,even
1618,140,,,incorrect,,1595515442697,greater,160,,f,j,f,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,low-switch,less_greater_task,0.79075,key_press_main_3_numbers_low_switch,7,main,less,greater
1618,123,,,incorrect,,1595515442697,less,160,,f,j,j,,2|9|9|7|7|7|7|2,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,2,low-switch,less_greater_task,0.79075,key_press_main_3_numbers_low_switch,8,main,less,greater
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,8 0 0,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_3_numbers_low_switch,1,NA,NA,NA
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,NA,N Q F,letters,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_show_recall_3_letters_high_switch,1,NA,NA,NA
1618,390,,,incorrect,,1595515442697,greater,160,,f,j,f,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,high-switch,less_greater_task,0.79075,key_press_main_3_letters_high_switch,1,main,less,greater
1618,87,,,correct,,1595515442697,even,160,,f,j,j,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,0,high-switch,odd_even_task,0.79075,key_press_main_3_letters_high_switch,2,main,odd,even
1618,183,,,incorrect,,1595515442697,greater,160,,f,j,f,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,8,high-switch,less_greater_task,0.79075,key_press_main_3_letters_high_switch,3,main,less,greater
1618,117,,,correct,,1595515442697,greater,160,,f,j,j,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,high-switch,less_greater_task,0.79075,key_press_main_3_letters_high_switch,4,main,less,greater
1618,143,,,incorrect,,1595515442697,even,160,,f,j,f,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,4,high-switch,odd_even_task,0.79075,key_press_main_3_letters_high_switch,5,main,odd,even
1618,108,,,incorrect,,1595515442697,less,160,,f,j,j,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,3,high-switch,less_greater_task,0.79075,key_press_main_3_letters_high_switch,6,main,less,greater
1618,123,,,incorrect,,1595515442697,greater,160,,f,j,f,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,8,high-switch,less_greater_task,0.79075,key_press_main_3_letters_high_switch,7,main,less,greater
1618,109,,,incorrect,,1595515442697,odd,160,,f,j,j,,7|0|8|6|4|3|8|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,3,high-switch,odd_even_task,0.79075,key_press_main_3_letters_high_switch,8,main,odd,even
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,N Q F,letters,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_3_letters_high_switch,1,NA,NA,NA
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,NA,3 5 2,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_show_recall_3_numbers_high_switch,1,NA,NA,NA
1618,280,,,correct,,1595515442697,odd,160,,f,j,f,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,9,high-switch,odd_even_task,0.79075,key_press_main_3_numbers_high_switch,1,main,odd,even
1618,93,,,correct,,1595515442697,greater,160,,f,j,j,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,8,high-switch,less_greater_task,0.79075,key_press_main_3_numbers_high_switch,2,main,less,greater
1618,176,,,correct,,1595515442697,odd,160,,f,j,f,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,3,high-switch,odd_even_task,0.79075,key_press_main_3_numbers_high_switch,3,main,odd,even
1618,127,,,incorrect,,1595515442697,less,160,,f,j,j,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,4,high-switch,less_greater_task,0.79075,key_press_main_3_numbers_high_switch,4,main,less,greater
1618,127,,,incorrect,,1595515442697,even,160,,f,j,f,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,high-switch,odd_even_task,0.79075,key_press_main_3_numbers_high_switch,5,main,odd,even
1618,120,,,incorrect,,1595515442697,odd,160,,f,j,j,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,9,high-switch,odd_even_task,0.79075,key_press_main_3_numbers_high_switch,6,main,odd,even
1618,121,,,correct,,1595515442697,less,160,,f,j,f,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,3,high-switch,less_greater_task,0.79075,key_press_main_3_numbers_high_switch,7,main,less,greater
1618,125,,,correct,,1595515442697,greater,160,,f,j,j,,9|8|3|4|6|9|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,high-switch,less_greater_task,0.79075,key_press_main_3_numbers_high_switch,8,main,less,greater
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,3 5 2,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_3_numbers_high_switch,1,NA,NA,NA
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,NA,Z Z N G X L,letters,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_show_recall_6_letters_low_switch,1,NA,NA,NA
1618,237,,,correct,,1595515442697,odd,160,,f,j,f,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,low-switch,odd_even_task,0.79075,key_press_main_6_letters_low_switch,1,main,odd,even
1618,82,,,correct,,1595515442697,greater,160,,f,j,j,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,low-switch,less_greater_task,0.79075,key_press_main_6_letters_low_switch,2,main,less,greater
1618,179,,,incorrect,,1595515442697,even,160,,f,j,f,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,low-switch,odd_even_task,0.79075,key_press_main_6_letters_low_switch,3,main,odd,even
1618,119,,,correct,,1595515442697,even,160,,f,j,j,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,low-switch,odd_even_task,0.79075,key_press_main_6_letters_low_switch,4,main,odd,even
1618,104,,,correct,,1595515442697,odd,160,,f,j,f,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,1,low-switch,odd_even_task,0.79075,key_press_main_6_letters_low_switch,5,main,odd,even
1618,115,,,incorrect,,1595515442697,less,160,,f,j,j,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,2,low-switch,less_greater_task,0.79075,key_press_main_6_letters_low_switch,6,main,less,greater
1618,127,,,correct,,1595515442697,less,160,,f,j,f,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,3,low-switch,less_greater_task,0.79075,key_press_main_6_letters_low_switch,7,main,less,greater
1618,107,,,correct,,1595515442697,greater,160,,f,j,j,,7|6|6|6|1|2|3|6,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,low-switch,less_greater_task,0.79075,key_press_main_6_letters_low_switch,8,main,less,greater
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,Z Z N G X L,letters,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_6_letters_low_switch,1,NA,NA,NA
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,NA,4 0 2 5 8 4,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_show_recall_6_numbers_low_switch,1,NA,NA,NA
1618,281,,,correct,,1595515442697,odd,160,,f,j,f,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,1,low-switch,odd_even_task,0.79075,key_press_main_6_numbers_low_switch,1,main,odd,even
1618,84,,,incorrect,,1595515442697,odd,160,,f,j,j,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,low-switch,odd_even_task,0.79075,key_press_main_6_numbers_low_switch,2,main,odd,even
1618,165,,,correct,,1595515442697,odd,160,,f,j,f,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,3,low-switch,odd_even_task,0.79075,key_press_main_6_numbers_low_switch,3,main,odd,even
1618,120,,,incorrect,,1595515442697,odd,160,,f,j,j,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,9,low-switch,odd_even_task,0.79075,key_press_main_6_numbers_low_switch,4,main,odd,even
1618,119,,,incorrect,,1595515442697,greater,160,,f,j,f,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,low-switch,less_greater_task,0.79075,key_press_main_6_numbers_low_switch,5,main,less,greater
1618,118,,,incorrect,,1595515442697,odd,160,,f,j,j,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,7,low-switch,odd_even_task,0.79075,key_press_main_6_numbers_low_switch,6,main,odd,even
1618,120,,,correct,,1595515442697,less,160,,f,j,f,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,2,low-switch,less_greater_task,0.79075,key_press_main_6_numbers_low_switch,7,main,less,greater
1618,120,,,correct,,1595515442697,greater,160,,f,j,j,,1|7|3|9|6|7|2|9,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,9,low-switch,less_greater_task,0.79075,key_press_main_6_numbers_low_switch,8,main,less,greater
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,4 0 2 5 8 4,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_6_numbers_low_switch,1,NA,NA,NA
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,NA,D G L Z G R,letters,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_show_recall_6_letters_high_switch,1,NA,NA,NA
1618,264,,,correct,,1595515442697,less,160,,f,j,f,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,0,high-switch,less_greater_task,0.79075,key_press_main_6_letters_high_switch,1,main,less,greater
1618,94,,,correct,,1595515442697,even,160,,f,j,j,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,8,high-switch,odd_even_task,0.79075,key_press_main_6_letters_high_switch,2,main,odd,even
1618,159,,,correct,,1595515442697,less,160,,f,j,f,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,4,high-switch,less_greater_task,0.79075,key_press_main_6_letters_high_switch,3,main,less,greater
1618,113,,,incorrect,,1595515442697,odd,160,,f,j,j,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,1,high-switch,odd_even_task,0.79075,key_press_main_6_letters_high_switch,4,main,odd,even
1618,114,,,correct,,1595515442697,odd,160,,f,j,f,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,9,high-switch,odd_even_task,0.79075,key_press_main_6_letters_high_switch,5,main,odd,even
1618,111,,,incorrect,,1595515442697,less,160,,f,j,j,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,0,high-switch,less_greater_task,0.79075,key_press_main_6_letters_high_switch,6,main,less,greater
1618,114,,,incorrect,,1595515442697,even,160,,f,j,f,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,high-switch,odd_even_task,0.79075,key_press_main_6_letters_high_switch,7,main,odd,even
1618,109,,,correct,,1595515442697,even,160,,f,j,j,,0|8|4|1|9|0|6|8,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,8,high-switch,odd_even_task,0.79075,key_press_main_6_letters_high_switch,8,main,odd,even
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,D G L Z G R,letters,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_6_letters_high_switch,1,NA,NA,NA
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,NA,7 4 9 3 7 2,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_show_recall_6_numbers_high_switch,1,NA,NA,NA
1618,276,,,correct,,1595515442697,odd,160,,f,j,f,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,1,high-switch,odd_even_task,0.79075,key_press_main_6_numbers_high_switch,1,main,odd,even
1618,81,,,incorrect,,1595515442697,odd,160,,f,j,j,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,1,high-switch,odd_even_task,0.79075,key_press_main_6_numbers_high_switch,2,main,odd,even
1618,179,,,incorrect,,1595515442697,even,160,,f,j,f,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,8,high-switch,odd_even_task,0.79075,key_press_main_6_numbers_high_switch,3,main,odd,even
1618,124,,,incorrect,,1595515442697,less,160,,f,j,j,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,2,high-switch,less_greater_task,0.79075,key_press_main_6_numbers_high_switch,4,main,less,greater
1618,136,,,incorrect,,1595515442697,even,160,,f,j,f,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,4,high-switch,odd_even_task,0.79075,key_press_main_6_numbers_high_switch,5,main,odd,even
1618,117,,,correct,,1595515442697,greater,160,,f,j,j,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,6,high-switch,less_greater_task,0.79075,key_press_main_6_numbers_high_switch,6,main,less,greater
1618,132,,,correct,,1595515442697,odd,160,,f,j,f,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,1,high-switch,odd_even_task,0.79075,key_press_main_6_numbers_high_switch,7,main,odd,even
1618,116,,,incorrect,,1595515442697,less,160,,f,j,j,,1|1|8|2|4|6|1|3,NA,NA,NA,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,3,high-switch,less_greater_task,0.79075,key_press_main_6_numbers_high_switch,8,main,less,greater
1618,NA,,,NA,,1595515442697,NA,160,,NA,NA,NA,,NA,,7 4 9 3 7 2,numbers,Thu Jul 23 2020 16:43:15 GMT+0200 (за центральноєвропейським літнім часом),1595515395252,NA,NA,NA,0.79075,main_check_recall_6_numbers_high_switch,1,NA,NA,NA
